"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","TRADEGOODSERV","EXP","PC_GDP","A","2020",35.8605616780437,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1970",15.9811611958822,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1971",16.4816822643232,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1972",16.6231060727089,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1973",17.5247221371069,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1974",20.6302807987887,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1975",18.8332004951754,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1976",19.3351723328393,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1977",20.2335670307392,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1978",20.2426745837098,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1979",20.7159538936742,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1980",20.9825796312283,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1981",21.9698618586821,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1982",21.3986951973501,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1983",22.436327077748,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1984",23.8354808141097,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1985",23.3242134965665,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1986",20.3834784359363,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1987",19.5973518165664,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1988",20.3667255718941,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1989",21.6581538248618,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1990",20.9757333804124,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1991",21.3348844239057,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1992",21.3305593452775,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1993",20.7925794072246,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1994",21.6603227312909,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1995",22.6229260600867,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1996",23.055564872,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1997",25.52319541576,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1998",26.1264919786729,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","1999",26.0765353865349,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2000",28.5949742490286,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2001",28.2658952021844,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2002",27.5310502579308,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2003",26.1119689746398,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2004",26.4688363216607,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2005",27.0330510418171,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2006",27.9350550901956,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2007",27.853257510199,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2008",28.1193848563025,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2009",24.8355472102672,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2010",26.7882998402738,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2011",28.4213374764194,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2012",29.2030271868495,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2013",29.3647378670492,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2014",29.666684498073,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2015",30.5926223781313,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2016",30.2475371833945,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2017",30.9486331871,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2018",31.7136672102555,
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2019",31.5920554143668,"E"
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2020",27.8736440773647,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1970",15.1285076303369,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1971",14.5601845265581,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1972",14.5530809449412,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1973",15.3552676655378,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1974",18.2369861626355,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1975",17.1106423048819,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1976",18.0717090994595,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1977",17.9799571386232,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1978",17.6367433368311,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1979",17.8246232758291,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1980",18.6212239321451,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1981",20.1348352047552,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1982",20.870008544009,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1983",20.2914063383494,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1984",21.7255685795554,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1985",22.9390037699472,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1986",21.2871402864665,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1987",20.6830327581372,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1988",21.0900886389324,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1989",22.2996199413238,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1990",22.8358365545579,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1991",23.6649009963425,"B"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1992",22.1946934890662,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1993",20.3134405930698,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1994",21.1107102839496,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1995",21.9942362808177,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1996",22.8600276884323,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1997",25.3602733090279,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1998",26.4069062062529,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","1999",26.9592324276031,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2000",30.8477115722895,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2001",31.8447071170151,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2002",32.5925791130602,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2003",32.8117129460067,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2004",35.713363859767,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2005",38.0595723481521,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2006",41.4329079108458,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2007",43.3227580964574,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2008",43.7991902579629,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2009",38.1199069398503,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2010",42.565473405085,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2011",45.0571362806101,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2012",46.3071201430804,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2013",45.4186778593914,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2014",45.6192633128717,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2015",46.920738356608,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2016",46.0732628543356,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2017",47.2041744123981,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2018",47.3725498374752,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2019",46.8929125411345,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2020",43.766253619409,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1970",7.88292401571276,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1971",8.15686053762643,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1972",9.12990837744978,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1973",11.6374951540686,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1974",14.2157046783538,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1975",14.1416578111269,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1976",14.0486780974436,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1977",13.9802273101579,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1978",13.652731756702,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1979",15.1737815230213,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1980",19.324078168123,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1981",21.3894632303022,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1982",17.2091027942319,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1983",16.476137951609,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1984",16.8009613187021,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1985",16.1337965774583,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1986",17.6945215321015,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1987",18.1240764068836,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1988",16.3145788176358,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1989",15.9457520243793,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1990",14.7785890010948,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1991",14.199639339533,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1992",14.8788392613766,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1993",14.0477673749655,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1994",14.4456091881338,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1995",14.4252835030727,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1996",14.286957279983,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1997",16.2222652193885,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1998",16.296583359567,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","1999",19.2560788225569,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2000",23.7183808808183,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2001",22.7887442840936,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2002",20.1128544249948,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2003",18.5445982951954,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2004",20.7081145610347,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2005",21.3122304351392,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2006",21.1740088082873,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2007",22.5202697740031,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2008",23.3615691382316,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2009",18.982186698613,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2010",21.7981020950377,"B"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2011",25.4897745254611,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2012",28.7413467865456,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2013",30.2522664010299,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2014",32.4648155951453,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2015",32.1743420392428,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2016",31.3336484121081,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2017",34.9849470246154,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2018",38.9561050470473,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2019",40.0821924947536,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2020",31.8880746716738,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1991",28.7680105298358,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1992",27.6146794196925,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1993",23.1917550537608,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1994",25.4007226354478,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1995",39.1884804598934,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1996",41.8827893497962,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1997",47.9054191719791,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1998",52.9301860857864,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","1999",55.6436554579462,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2000",66.8578897770738,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2001",64.8773208127959,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2002",58.1369735753857,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2003",56.3331580938058,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2004",59.6543880981468,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2005",62.6425760409987,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2006",73.8689140152455,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2007",77.9422800396352,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2008",79.2756977025513,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2009",74.3996204739661,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2010",81.2664451919288,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2011",86.1885379299848,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2012",86.1058589499374,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2013",85.582775300321,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2014",87.2898498077923,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2015",87.596347206209,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2016",86.4984188961274,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2017",86.0100684543768,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2018",83.8860412509213,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2019",82.2837237233395,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2020",79.6627203325104,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1970",44.3138891910631,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1971",36.8785925606598,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1972",34.4948117925712,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1973",35.0380388766254,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1974",30.9461881672487,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1975",32.7931991021176,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1976",34.0252837345007,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1977",32.4338955398134,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1978",35.9805631890809,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1979",37.3831554743115,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1980",34.9658320193269,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1981",34.1062803641834,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1982",31.7036557911499,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1983",39.101417687483,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1984",37.4468272254231,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1985",39.6525176134427,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1986",38.0157436906196,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1987",33.7721731705655,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1988",31.2893337186723,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1989",33.0329250954853,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1990",33.1464022985504,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1991",30.837247912893,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1992",29.8501741886817,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1993",32.2872040304648,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1994",35.2364770088059,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1995",34.9990271619073,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1996",35.7989232898715,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1997",35.5342436856325,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1998",33.7681435821238,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","1999",32.4569601688757,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2000",32.129906360717,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2001",36.9408109731289,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2002",35.515200095392,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2003",32.6221429799065,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2004",32.4099789035314,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2005",30.3583867942559,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2006",30.4055619702192,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2007",32.8401013448389,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2008",40.3004024209215,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2009",48.7198050621418,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2010",51.7462338284556,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2011",54.545536257559,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2012",54.9260547124821,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2013",53.2477515412858,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2014",51.5190979391844,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2015",51.6517214586412,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2016",47.4840362975099,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2017",45.7322400083966,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2018",46.7148387594762,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2019",44.3576842808796,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2020",34.1005735793111,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1970",33.0917883557765,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1971",32.3241212103784,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1972",30.9359426658246,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1973",34.0193970465484,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1974",38.1075747454751,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1975",38.221970494092,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1976",41.410055900124,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1977",44.2168264015465,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1978",44.7005454563918,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1979",44.5110238089781,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1980",44.3622075804073,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1981",43.3751825162074,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1982",43.0365644927067,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1983",46.954257852018,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1984",53.3102263613898,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1985",54.0378649879174,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1986",49.0991403720605,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1987",52.4398313119801,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1988",55.5924249259463,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1989",58.9282473148983,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1990",54.7062370125563,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1991",55.5818529618408,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1992",58.4054818235649,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1993",63.3669879470479,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1994",67.9600528424494,"E"
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1995",73.520002860377,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1996",74.9070403418186,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1997",77.1247959406745,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1998",84.3240766813838,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","1999",86.4601039367036,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2000",94.3894584571812,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2001",95.2243822410025,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2002",90.4496998376061,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2003",80.8408249231402,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2004",80.4754050279165,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2005",79.5276963739402,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2006",79.0346765091504,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2007",80.8367952439242,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2008",84.3332827600181,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2009",93.5561686744679,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2010",103.246564174397,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2011",103.273299922103,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2012",104.2731762623,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2013",103.808622718559,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2014",109.960275845761,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2015",121.980526805229,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2016",121.542510704099,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2017",121.126409841373,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2018",122.990378863211,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2019",127.927930298707,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2020",131.11255983526,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1970",15.1635375039592,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1971",15.5800548717741,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1972",16.3135256462553,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1973",16.1054474645033,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1974",18.5240186521406,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1975",18.7322549513589,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1976",20.0447037041047,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1977",21.3796746909288,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1978",21.6787565385441,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1979",22.38522901405,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1980",20.1860993764833,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1981",21.6653503584617,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1982",21.1199718807777,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1983",20.3329151061362,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1984",21.0046161028226,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1985",21.1125929083011,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1986",18.7039211161371,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1987",17.9840507332156,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1988",17.5779880181435,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1989",18.5166585184786,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1990",18.2594375369129,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1991",17.0360093679822,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1992",17.4791899139715,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1993",20.3990960278212,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1994",21.8710884134194,"E"
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1995",24.6724895248457,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1996",23.7046822237544,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1997",24.149790549301,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1998",24.0629522904606,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","1999",23.2007416928655,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2000",25.6277321000853,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2001",25.6490116681011,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2002",24.4074673383008,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2003",23.3021929123911,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2004",24.0098284192385,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2005",24.6010923817882,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2006",26.1734884330826,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2007",27.3610422532316,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2008",26.8627746947944,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2009",22.3991617339964,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2010",25.0740498513169,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2011",26.8724634660876,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2012",28.3792428359574,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2013",28.6332430796987,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2014",29.1088281864091,
