"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1991",24.8701503192628,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1992",26.5388983848248,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1993",29.1081967827564,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1994",31.6099559075321,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1995",32.9636937980162,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1996",33.1616335246106,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1997",36.2024024010779,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1998",38.0516464869417,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1999",38.2534647846521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.5558431601588,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2001",36.3040095479156,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2002",35.6481644374521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2003",32.9739780210672,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.8644764552144,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2005",32.9020322315154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2006",32.649050784309,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2007",32.0538442669243,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2008",32.6285831189452,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2009",29.9585575059154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2010",31.040702308697,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2011",31.8203468535221,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2012",32.2425940003317,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2013",31.8991697713283,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2014",32.6420699203669,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2015",34.3149583434023,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2016",33.8610786779789,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2017",33.6466506994867,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2018",34.2365075153462,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2019",33.5122680801415,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2020",31.0074583712223,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1990",30.5743926075842,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1991",32.8438744641739,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1992",38.6535634605949,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1993",38.8125359505505,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1994",38.2342801365256,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1995",43.2763517771655,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1996",42.9643215407365,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1997",44.3903777934718,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1998",42.3643157082551,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1999",43.2388970533732,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2000",49.9553490796798,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2001",50.1559443005111,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2002",46.3305217203237,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2003",48.2454810636058,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2004",56.431120090335,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2005",59.4847335388564,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2006",62.1529584259566,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2007",63.6782481196559,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2008",60.7908510312007,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2009",54.4518147241498,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2010",62.4859061276726,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2011",67.040951691926,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2012",70.8826700109956,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2013",70.3640354339119,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2014",75.6207076036768,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2015",74.6168853659096,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2016",71.4791907144509,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2017",71.5055129948816,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2018",71.0193329901205,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2019",67.904726969778,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2020",64.1576272915696,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1970",29.983704018958,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1971",28.8498443652774,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1972",26.8147473993269,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1973",29.8667540417945,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1974",34.0048777525192,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1975",30.3299719620892,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1976",32.7695583116639,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1977",31.9249447529615,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1978",29.6345678281865,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1979",31.6148849250315,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1980",32.953095522884,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1981",34.6689562571768,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1982",34.9650337605991,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1983",33.7117323811326,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1984",34.6158836678191,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1985",35.6561485025257,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1986",32.4981645004949,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1987",29.6490664418198,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1988",30.1395665349535,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1989",31.6249149834267,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1990",30.8670401590342,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1991",31.4640499499814,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1992",30.0475864194251,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1993",29.0387156246129,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1994",30.9285944300639,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.9026457360928,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1996",31.4038823862481,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1997",33.4056013518683,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1998",34.1125582027396,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1999",33.3487612672171,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.1366854891628,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2001",38.4140819246082,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2002",38.852495620333,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2003",37.0432985323193,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2004",38.2793303141397,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2005",41.9476153409526,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2006",46.6366891837203,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2007",48.5853161257883,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2008",50.6524324898078,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2009",42.6289658299793,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2010",43.5770492484191,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2011",47.4256465609762,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2012",48.610476322948,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2013",48.2213220971567,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2014",47.6507769059402,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2015",48.6300540046819,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2016",46.7428482622986,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2017",47.9020131257278,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2018",50.4151919422829,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2019",51.6074689408629,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2020",48.430707687352,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1970",25.5513114828618,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1971",24.8743493878976,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1972",24.1371956176672,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1973",24.9034807188722,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1974",29.5340099900734,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1975",28.1989642806115,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1976",25.7210501480679,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1977",25.5386844654466,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1978",24.7656155182052,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1979",28.5349518827227,"E"
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1980",32.1240752295213,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1981",30.3097170777839,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1982",28.7012592575287,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1983",28.7150276428212,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1984",27.1137298915077,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1985",27.3190831831058,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1986",24.3360502767454,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1987",24.4801819363223,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1988",24.2521799199718,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1989",24.8512649753758,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1990",23.6952912850845,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1991",22.2188978008953,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1992",24.6974593663749,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1993",26.7839641573715,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1994",28.3925993674861,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1995",28.3087601091843,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1996",29.402544987902,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1997",30.4439250227874,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1998",29.5283629662832,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1999",28.6354754325696,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2000",32.8637809472157,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.5127637801809,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2002",30.1644599490861,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2003",30.7349636570916,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.3448267173938,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2005",36.3058407767462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2006",38.909292815954,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2007",39.0314958946288,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2008",41.2843281085116,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2009",34.0423775908268,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2010",37.0500098329462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2011",39.6791886786735,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2012",40.3622218795545,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2013",39.0762574576279,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2014",37.6312851322155,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2015",35.9755895640656,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2016",36.0880478856922,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2017",37.5035903509043,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2018",39.6866013966863,
